,Identifiant,target
1883,18098,0
1884,11416,0
1885,10579,0
1886,8246,0
1887,7443,0
1888,10097,0
1889,8885,0
1890,15231,1
1891,17028,0
1892,1641,1
1893,10502,0
1894,17672,1
1895,9381,0
1896,5557,1
1897,14497,0
1898,1908,0
1899,6950,0
1900,18614,0
1901,7225,0
1902,6651,0
1903,13531,0
1904,16898,0
1905,2062,0
1906,15191,0
1907,6737,0
1908,3893,0
1909,10027,1
1910,12800,0
1911,10053,0
1912,15906,0
1913,5817,0
1914,4335,0
1915,5026,0
1916,10094,0
1917,2243,0
1918,17861,0
1919,9802,0
1920,6439,1
1921,3069,1
1922,11674,0
1923,16009,0
1924,18258,0
1925,8295,0
1926,1810,0
1927,9579,0
1928,1354,0
1929,5782,0
1930,16624,1
1931,5047,0
1932,1904,1
1933,10293,0
1934,3811,1
1935,16789,1
1936,4817,0
1937,1139,0
1938,19885,1
1939,9100,0
1940,8364,1
1941,15221,0
1942,9119,0
1943,15492,0
1944,8019,0
1945,17016,1
1946,3053,0
1947,5818,0
1948,6567,1
1949,8883,0
1950,6536,0
1951,14878,1
1952,16751,0
1953,2206,0
1954,7295,0
1955,9375,1
1956,6345,0
1957,9255,0
1958,6456,0
1959,18411,1
1960,2443,0
1961,2600,0
1962,19659,0
1963,10777,0
1964,11888,0
1965,5065,0
1966,16926,0
1967,14009,0
1968,889,0
1969,19474,0
1970,10059,0
1971,10326,0
1972,10760,0
1973,8725,0
1974,2046,0
1975,18663,1
1976,4149,0
1977,17537,0
1978,19724,0
1979,3838,0
1980,5527,0
1981,14552,0
1982,3113,0
1983,4697,0
1984,12196,1
1985,8174,0
1986,17808,0
1987,6714,0
1988,8884,0
1989,6547,1
1990,8370,1
1991,19035,1
1992,276,0
1993,17675,1
1994,17414,0
1995,13926,0
1996,14699,0
1997,19025,0
1998,15625,0
1999,324,0
2000,6486,0
2001,3303,0
2002,1664,0
2003,19322,0
2004,4491,0
2005,6430,1
2006,8733,0
2007,9818,0
2008,17919,0
2009,14139,0
2010,6503,0
2011,17742,0
2012,4002,0
2013,13383,0
2014,265,0
2015,6126,0
2016,356,0
2017,12995,0
2018,4400,0
2019,5903,1
2020,3979,0
2021,7058,0
2022,17734,0
2023,4519,0
2024,12238,1
2025,9972,0
2026,12872,0
2027,7096,1
2028,11182,0
2029,19340,0
2030,8887,0
2031,2296,0
2032,4751,0
2033,18552,0
2034,3316,0
2035,4355,1
2036,9430,0
2037,1021,1
2038,10356,0
2039,9109,0
2040,10009,1
2041,4210,0
2042,12818,0
2043,10001,0
2044,6884,0
2045,19991,0
2046,1008,0
2047,5340,0
2048,19278,0
2049,9683,0
2050,4813,0
2051,17912,0
2052,9876,0
2053,17372,0
2054,11614,0
2055,6083,1
2056,18662,0
2057,969,1
2058,6460,1
2059,4699,0
2060,16330,0
2061,9959,1
2062,3762,0
2063,15406,0
2064,18615,0
2065,17317,0
2066,18070,0
2067,6328,0
2068,6688,0
2069,7239,0
2070,6957,1
2071,38,0
2072,12569,0
2073,11255,0
2074,19007,1
2075,8414,0
2076,5436,0
2077,8093,0
2078,16175,1
2079,17148,0
2080,16955,0
2081,14066,1
2082,11295,0
2083,8129,0
2084,9090,0
2085,12641,0
2086,17382,0
2087,16752,0
2088,1527,0
2089,10375,0
2090,8401,1
2091,1072,0
2092,6165,0
2093,2377,0
2094,18998,0
2095,11249,0
2096,1529,0
2097,6050,0
2098,17788,0
2099,8926,1
2100,9787,1
2101,3721,0
2102,8661,0
2103,13902,1
2104,12134,0
2105,134,0
2106,10073,0
2107,11932,0
2108,13443,0
2109,902,0
2110,7365,0
2111,17616,0
2112,417,0
2113,8465,0
2114,14007,0
2115,8373,0
2116,3971,0
2117,14748,0
2118,8911,1
2119,1632,0
2120,13427,0
2121,17280,0
2122,14213,0
2123,5316,0
2124,17298,0
2125,8307,0
2126,2609,0
2127,5417,0
2128,4661,0
2129,16739,0
2130,4103,0
2131,8674,0
2132,10523,0
2133,5763,0
2134,7900,0
2135,2570,0
2136,15745,0
2137,8413,0
2138,2418,0
2139,13149,0
2140,4485,1
2141,6579,0
2142,2362,0
2143,16670,0
2144,16821,0
2145,17155,0
2146,7837,0
2147,18634,0
2148,9359,0
2149,18432,0
2150,9691,1
2151,13394,0
2152,16275,0
2153,10111,0
2154,17889,1
2155,3360,0
2156,5265,1
2157,9274,0
2158,17083,1
2159,15198,1
2160,215,0
2161,1622,1
2162,19247,0
2163,4353,0
2164,13899,0
2165,16291,0
2166,13916,1
2167,14754,0
2168,9096,0
2169,12906,0
2170,13873,1
2171,16899,0
2172,3839,0
2173,1928,0
2174,1318,1
2175,1929,0
2176,12152,0
2177,1339,0
2178,8835,1
2179,13963,0
2180,5504,1
2181,2363,0
2182,5030,0
2183,9675,0
2184,5495,0
2185,2411,1
2186,11269,0
2187,16502,0
2188,8985,0
2189,17535,0
2190,19308,0
2191,12237,0
2192,9076,0
2193,11478,0
2194,4366,1
2195,18676,0
2196,10055,0
2197,8456,0
2198,7398,0
2199,15393,0
2200,17589,0
2201,15877,0
2202,11980,0
2203,1946,1
2204,7191,1
2205,11794,0
2206,2014,1
2207,8624,0
2208,12710,0
2209,17509,0
2210,5915,1
2211,8548,1
2212,11768,0
2213,14531,1
2214,2366,1
2215,7968,0
2216,13801,0
2217,9575,0
2218,6316,0
2219,16165,1
2220,11550,1
2221,10603,0
2222,4010,0
2223,16790,0
2224,12197,0
2225,9780,0
2226,12053,1
2227,14859,0
2228,6575,0
2229,9145,0
2230,7581,1
2231,8380,1
2232,18995,0
2233,5963,0
2234,14173,0
2235,17031,0
2236,12362,0
2237,16546,0
2238,2990,0
2239,7190,0
2240,8263,0
2241,171,0
2242,14856,0
2243,1245,0
2244,2709,0
2245,11476,0
2246,15370,0
2247,797,1
2248,10125,0
2249,9409,0
2250,12015,0
2251,14073,0
2252,18708,1
2253,9861,0
2254,6277,0
2255,12155,1
2256,6376,0
2257,7782,0
2258,5926,1
2259,18601,0
2260,17176,0
2261,9531,0
2262,2205,0
2263,4235,0
2264,18356,0
2265,3600,0
2266,18884,0
2267,4079,0
2268,16170,1
2269,19452,1
2270,7751,0
2271,11191,0
2272,6155,0
2273,7759,0
2274,14108,0
2275,13681,1
2276,3230,0
2277,1374,0
2278,12659,0
2279,8900,0
2280,1633,0
2281,4013,0
2282,5841,0
2283,12844,0
2284,15366,0
2285,4849,0
2286,10640,0
2287,2124,0
2288,6509,0
2289,13781,0
2290,8634,0
2291,19191,0
2292,30,0
2293,5354,0
2294,15288,1
2295,15632,0
2296,1701,0
2297,5935,0
2298,822,0
2299,6916,0
2300,6255,0
2301,15536,0
2302,9881,0
2303,17783,0
2304,6711,0
2305,17373,0
2306,13755,0
2307,4800,0
2308,16260,1
2309,13338,0
2310,3812,1
2311,9265,1
2312,16204,1
2313,4772,1
2314,5538,0
2315,5368,0
2316,11622,1
2317,8851,1
2318,11184,0
2319,16658,0
2320,19989,1
2321,4581,0
2322,18054,0
2323,1494,0
2324,15054,0
2325,9405,0
2326,15970,0
2327,20,0
2328,6904,0
2329,18902,0
2330,8604,0
2331,9468,1
2332,15004,1
2333,14983,0
2334,6637,0
2335,17611,0
2336,17677,1
2337,3772,0
2338,8541,0
2339,19414,1
2340,9678,1
2341,17627,0
2342,16223,0
2343,12916,0
2344,19151,1
2345,9209,0
2346,19245,0
2347,3932,0
2348,8091,0
2349,11547,0
2350,10085,0
2351,13080,0
2352,7272,0
2353,11513,1
2354,959,0
2355,6214,0
2356,7245,0
2357,10975,0
2358,18435,1
2359,3798,1
2360,18180,0
2361,15445,0
2362,4752,0
2363,19553,0
2364,11340,1
2365,8844,0
2366,15942,0
2367,14346,0
2368,7604,0
2369,6781,1
2370,4926,0
2371,7735,1
2372,485,0
2373,10464,0
2374,15908,0
2375,1088,0
2376,2797,0
2377,4399,0
2378,11679,0
2379,6166,1
2380,12850,1
2381,16174,1
2382,4334,0
2383,8381,0
2384,7850,0
2385,9807,0
2386,17981,0
2387,3680,0
2388,352,0
2389,5729,0
2390,8331,0
2391,12526,0
2392,10951,0
2393,11165,0
2394,4746,0
2395,4599,0
2396,8641,0
2397,4825,0
2398,12678,1
2399,403,0
2400,4851,1
2401,7059,1
2402,5060,0
2403,12622,0
2404,17058,0
2405,4158,0
2406,4313,0
2407,907,0
2408,3076,0
2409,14300,0
2410,943,0
2411,8385,0
2412,15042,0
2413,2783,0
2414,17887,0
2415,13435,0
2416,11214,0
2417,9840,0
2418,9607,1
2419,19689,0
2420,13695,0
2421,19519,0
2422,4299,0
2423,12086,0
2424,17086,0
2425,5242,0
2426,10719,0
2427,18388,1
2428,4756,0
2429,19888,0
2430,18528,0
2431,7195,0
2432,6963,0
2433,4340,0
2434,19900,0
2435,16601,0
2436,10842,1
2437,8300,0
2438,206,1
2439,19853,0
2440,2181,0
2441,12059,1
2442,18819,0
2443,14557,0
2444,13103,0
2445,14774,0
2446,15086,0
2447,4513,1
2448,5668,0
2449,18219,0
2450,10663,0
2451,15453,1
2452,7680,0
2453,11155,0
2454,13597,1
2455,14960,0
2456,4312,0
2457,18104,0
2458,6280,0
2459,18383,0
2460,5423,0
2461,7913,0
2462,2718,0
2463,2279,0
2464,13589,0
2465,11093,1
2466,9665,1
2467,588,1
2468,15698,0
2469,15716,0
2470,15869,0
2471,14907,0
2472,11918,0
2473,3320,1
2474,551,1
2475,10120,0
2476,17311,0
2477,6406,0
2478,4564,0
2479,7531,0
2480,5129,0
2481,19461,0
2482,16851,0
2483,19552,0
2484,3847,1
2485,11850,0
2486,6800,1
2487,2749,0
2488,16241,1
2489,17925,0
2490,17271,0
2491,7831,1
2492,4803,0
2493,17838,0
2494,5937,0
2495,4821,1
2496,5142,1
2497,4834,0
2498,1989,0
2499,12121,0
2500,12454,0
2501,5275,0
2502,821,1
2503,5987,0
2504,16571,1
2505,3010,1
2506,15786,0
2507,10176,0
2508,15322,0
2509,7648,0
2510,15278,0
2511,10011,0
2512,15483,0
2513,10419,0
2514,12579,0
2515,17871,1
2516,17898,0
2517,16090,1
2518,13599,1
2519,243,0
2520,13739,0
2521,8061,0
2522,5189,0
2523,7992,1
2524,3543,0
2525,4742,1
2526,16538,0
2527,11308,0
2528,5276,0
2529,8162,0
2530,16967,1
2531,10768,0
2532,9870,0
2533,17330,1
2534,10229,0
2535,10341,1
2536,12751,0
2537,5727,0
2538,968,1
2539,17448,0
2540,5069,0
2541,14072,0
2542,12345,0
2543,16653,0
2544,9063,1
2545,16918,0
2546,10266,0
2547,8834,1
2548,3485,0
2549,12940,0
2550,5514,1
2551,4151,0
2552,10918,0
2553,15954,0
2554,13083,0
2555,18085,1
2556,14816,0
2557,18026,1
2558,10062,0
2559,14661,0
2560,9297,0
2561,19773,0
2562,1668,1
2563,10900,1
2564,15428,1
2565,7623,1
2566,174,0
2567,6832,0
2568,5900,0
2569,14297,0
2570,16058,0
2571,7573,0
2572,11219,0
2573,18514,0
2574,13151,1
2575,15726,0
2576,13659,0
2577,4918,0
2578,6266,1
2579,7294,1
2580,4071,1
2581,60,0
2582,9851,1
2583,9936,0
2584,12107,1
2585,13757,1
2586,13822,1
2587,9152,1
2588,16662,0
2589,12437,0
2590,10588,1
2591,17917,1
2592,12549,0
2593,1206,1
2594,15311,0
2595,8009,0
2596,16726,1
2597,7774,0
2598,14194,0
2599,3883,1
2600,13023,0
2601,11332,0
2602,8515,0
2603,322,0
2604,7279,0
2605,11744,1
2606,13268,1
2607,19781,0
2608,10862,0
2609,10903,0
2610,7909,1
2611,16057,0
2612,6944,0
2613,9984,1
2614,10988,1
2615,6270,0
2616,18376,0
2617,5318,0
2618,10607,0
2619,3162,0
2620,19154,0
2621,8205,0
2622,1189,1
2623,12048,1
2624,17826,0
2625,5949,0
2626,9656,0
2627,5447,1
2628,226,1
2629,5422,0
2630,13422,1
2631,773,0
2632,7586,0
2633,4533,1
2634,949,0
2635,14950,1
2636,18804,0
2637,14344,1
2638,17079,0
2639,18147,0
2640,4579,1
2641,15800,0
2642,11524,0
2643,11983,0
2644,15842,0
2645,2301,0
2646,7625,1
2647,997,1
2648,17674,1
2649,11132,0
2650,7927,1
2651,11404,0
2652,104,0
2653,18530,1
2654,3857,0
2655,16933,0
2656,4778,0
2657,13986,0
2658,17377,1
2659,8180,0
2660,13705,0
2661,16269,0
2662,295,0
2663,16540,0
2664,19584,0
2665,4941,0
2666,239,0
2667,9185,0
2668,13596,0
2669,7844,0
2670,10823,0
2671,17603,1
2672,4435,1
2673,15173,0
2674,805,0
2675,13614,0
2676,14817,0
2677,6857,0
2678,19020,1
2679,16727,1
2680,950,1
2681,16254,0
2682,5970,1
2683,4148,1
2684,15626,1
2685,7907,0
2686,10874,0
2687,15847,0
2688,16697,0
2689,18990,0
2690,6833,0
2691,5434,0
2692,15082,0
2693,2136,1
2694,14321,1
2695,8715,0
2696,2993,0
2697,11336,0
2698,15044,0
2699,15268,0
2700,13920,0
2701,2083,0
2702,3902,0
2703,3293,0
2704,18517,1
2705,6705,0
2706,19493,1
2707,16019,0
2708,17043,0
2709,4380,0
2710,4058,0
2711,7074,0
2712,412,0
2713,17778,1
2714,15422,0
2715,12843,0
2716,2163,1
2717,6185,1
2718,6339,0
2719,5227,0
2720,9287,0
2721,17013,0
2722,12188,1
2723,17594,0
2724,15355,0
2725,5410,0
2726,8814,0
2727,14348,1
2728,9553,1
2729,8928,1
2730,13791,0
2731,5648,0
2732,9169,0
2733,3080,0
2734,15446,1
2735,7103,0
2736,186,0
2737,17555,0
2738,10164,0
2739,19807,0
2740,14176,0
2741,7097,1
2742,10992,1
2743,8673,0
2744,2224,0
2745,8288,0
2746,6286,0
2747,15715,0
2748,16525,1
2749,8747,1
2750,4945,1
2751,18268,0
2752,18166,0
2753,11169,0
2754,5559,0
2755,16423,0
2756,18107,1
2757,3285,0
2758,9153,0
2759,14255,0
2760,501,0
2761,2309,0
2762,17560,0
2763,7891,0
2764,18192,1
2765,19042,1
2766,6558,0
2767,14177,0
2768,18943,1
2769,2603,1
2770,9349,0
2771,2815,0
2772,4504,1
2773,1226,1
2774,18904,0
2775,9970,0
2776,8441,1
2777,19286,0
2778,16543,0
2779,9007,0
2780,10025,1
2781,2687,0
2782,13785,0
2783,10191,0
2784,986,0
2785,4215,0
2786,16798,0
2787,2804,0
2788,7729,0
2789,415,0
2790,9481,0
2791,6425,0
2792,11483,0
2793,7535,1
2794,4181,0
2795,4483,0
2796,9085,0
2797,6995,0
2798,16002,0
2799,95,0
2800,9920,0
2801,5407,0
2802,7727,0
2803,5414,0
2804,18460,0
2805,6721,0
2806,12608,0
2807,2343,1
2808,13499,0
2809,17667,0
2810,9924,0
2811,5485,0
2812,14824,1
2813,5268,0
2814,17576,0
2815,11900,0
2816,15185,0
2817,6535,0
2818,6099,0
2819,11245,0
2820,12425,1
2821,1940,1
2822,254,0
2823,14933,0
2824,8482,1
2825,8041,0
2826,18635,0
2827,13783,0
2828,3208,0
2829,8194,0
2830,10274,0
2831,18897,1
2832,13561,0
2833,10704,1
2834,9867,0
2835,18441,0
2836,12447,1
2837,249,0
2838,18726,0
2839,11073,0
2840,14943,0
2841,10216,0
2842,10236,0
2843,9548,0
2844,16532,0
2845,16741,1
2846,5257,0
2847,10137,0
2848,17139,1
2849,9267,0
2850,14700,1
2851,6910,0
2852,12397,1
2853,5455,0
2854,8645,1
2855,10010,1
2856,14409,1
2857,12184,0
2858,15630,0
2859,4260,0
2860,7029,0
2861,12563,0
2862,3004,0
2863,7472,0
2864,9303,0
2865,8576,1
2866,11429,1
2867,9257,1
2868,8357,0
2869,229,0
2870,17472,1
2871,10441,0
2872,6282,0
2873,13219,0
2874,11680,0
2875,12650,1
2876,946,0
2877,14397,0
2878,19136,0
2879,11836,0
2880,13595,0
2881,4674,1
2882,8184,0
2883,18570,0
2884,18401,0
2885,4810,0
2886,10922,0
2887,2902,0
2888,19240,0
2889,200,0
2890,5492,1
2891,11299,0
2892,18896,1
2893,10693,0
2894,8273,0
2895,14948,0
2896,3958,0
2897,19074,1
2898,7444,0
2899,7757,1
2900,1321,0
2901,465,0
2902,13581,0
2903,14251,1
2904,14008,0
2905,15839,0
2906,3695,0
2907,9426,0
2908,2817,0
2909,446,0
2910,12126,1
2911,3456,0
2912,9842,1
2913,7221,1
2914,7614,0
2915,17406,1
2916,4863,0
2917,18075,0
2918,12702,0
2919,9679,0
2920,482,0
2921,18964,0
2922,2844,0
2923,11329,0
2924,18936,1
2925,3121,0
2926,12771,0
2927,6037,0
2928,17073,0
2929,16969,0
2930,14739,1
2931,508,1
2932,8912,0
2933,10800,0
2934,17069,0
2935,4183,1
2936,17804,0
2937,19055,0
2938,11713,0
2939,14463,0
2940,13922,0
2941,8156,0
2942,595,1
2943,17294,0
2944,7137,0
2945,9792,0
2946,9709,0
2947,18312,0
2948,6349,0
2949,1855,0
2950,10891,0
2951,10174,0
2952,8860,1
2953,5419,0
2954,8128,0
2955,19085,0
2956,16448,0
2957,5131,1
2958,15727,0
2959,13685,0
2960,11747,0
2961,11772,0
2962,15208,1
2963,7052,0
2964,3006,1
2965,12506,0
2966,242,1
2967,3092,0
2968,435,0
2969,3114,1
2970,18805,0
2971,7865,0
2972,10982,0
2973,8017,0
2974,754,1
2975,3634,1
2976,9142,1
2977,16247,0
2978,6967,0
2979,16701,0
2980,5632,0
2981,12430,0
2982,7641,0
2983,19951,0
2984,6997,0
2985,10753,0
2986,3502,0
2987,16858,0
2988,16392,1
2989,5438,0
2990,19213,0
2991,12931,0
2992,16366,0
2993,17634,1
2994,16237,0
2995,3787,0
2996,6452,1
2997,4429,0
2998,13948,0
2999,7456,0
3000,5305,1
3001,15491,0
3002,6799,1
3003,5121,1
3004,204,0
3005,483,0
3006,15599,0
3007,1571,0
3008,17319,0
3009,10447,0
3010,3571,0
3011,15635,0
3012,10827,0
3013,1281,0
3014,8429,0
3015,9170,0
3016,7590,0
3017,9878,1
3018,13306,0
3019,4781,0
3020,2612,1
3021,13410,0
3022,6896,0
3023,17175,1
3024,12937,1
3025,16691,1
3026,14266,0
3027,2151,0
3028,8807,0
3029,15793,0
3030,13104,0
3031,12282,0
3032,8039,0
3033,14380,0
3034,2721,0
3035,2272,0
3036,18722,1
3037,15320,1
3038,14238,1
3039,8390,0
3040,11136,0
3041,8913,0
3042,17710,0
3043,12527,0
3044,18211,0
3045,7343,0
3046,10931,0
3047,4688,0
3048,7359,0
3049,11007,0
3050,11110,1
3051,14742,0
3052,19208,0
3053,6783,0
3054,16036,1
3055,15777,1
3056,8567,1
3057,6606,0
3058,4157,0
3059,7250,0
3060,9366,0
3061,5888,0
3062,9520,1
3063,1530,0
3064,6581,0
3065,19558,0
3066,15846,0
3067,1052,0
3068,4949,1
3069,9592,0
3070,12118,0
3071,4028,1
3072,2415,0
3073,8557,1
3074,4572,0
3075,10946,0
3076,2128,0
3077,5278,0
3078,6382,1
3079,17928,0
3080,9948,0
3081,2390,0
3082,2123,0
3083,6067,0
3084,14660,1
3085,6698,0
3086,11869,0
3087,15667,0
3088,18076,0
3089,10615,1
3090,15212,1
3091,9049,0
3092,4236,0
3093,5781,1
3094,17402,1
3095,8862,0
3096,17920,0
3097,18318,1
3098,9647,0
3099,14558,0
3100,11158,0
3101,1912,0
3102,13969,1
3103,3294,1
3104,11776,0
3105,18394,0
3106,5486,0
3107,14131,0
3108,19804,0
3109,6116,0
3110,1528,1
3111,11742,0
3112,16136,0
3113,4106,1
3114,6276,0
3115,10029,0
3116,17563,0
3117,4626,0
3118,6224,1
3119,14651,0
3120,17039,1
3121,14669,0
3122,4110,0
3123,3584,0
3124,3335,0
3125,3718,1
3126,10788,0
3127,16648,1
3128,8537,1
3129,5974,0
3130,6961,0
3131,3123,0
3132,11029,0
3133,19805,0
3134,294,0
3135,9434,0
3136,9574,0
3137,13524,0
3138,12004,0
3139,11172,0
3140,18579,0
3141,15835,0
3142,19458,0
3143,677,0
3144,10379,0
3145,11314,1
3146,18217,0
3147,6701,1
3148,14832,1
3149,15437,1
3150,562,0
3151,4218,0
3152,5521,0
3153,3282,0
3154,15763,0
3155,19769,0
3156,1546,0
3157,5188,0
3158,7249,0
3159,4373,0
3160,15540,1
3161,11287,0
3162,15787,0
3163,11787,0
3164,14081,0
3165,10474,0
3166,377,1
3167,8593,0
3168,9510,1
3169,2769,0
3170,76,1
3171,6080,1
3172,18787,0
3173,293,0
3174,9104,0
3175,4953,0
3176,16808,0
3177,3907,1
3178,2861,0
3179,12456,0
3180,15932,1
3181,8761,1
3182,3936,1
3183,1257,0
3184,10769,1
3185,2802,1
3186,14636,0
3187,15120,1
3188,7376,0
3189,13461,0
3190,451,0
3191,7216,0
3192,5950,0
3193,4099,1
3194,5372,1
3195,15956,0
3196,19873,0
3197,5080,0
3198,18397,1
3199,14144,0
3200,7196,0
3201,10237,1
3202,11350,0
3203,6309,0
3204,17218,0
3205,3689,0
3206,18052,0
3207,10217,0
3208,7066,0
3209,2999,0
3210,16358,0
3211,16633,0
3212,15714,0
3213,8663,0
3214,8561,0
3215,3254,0
3216,16516,0
3217,4487,0
3218,13276,0
3219,674,0
3220,12996,0
3221,16018,0
3222,602,0
3223,13221,0
3224,1159,1
3225,673,0
3226,9859,1
3227,2240,0
3228,3785,0
3229,13691,0
3230,6275,0
3231,4956,0
3232,13201,0
3233,10426,0
3234,10012,0
3235,14429,0
3236,272,0
3237,1218,0
3238,16146,1
3239,3334,0
3240,16917,1
3241,17368,0
3242,5099,0
3243,11658,1
3244,13088,1
3245,4182,0
3246,7739,0
3247,2086,0
3248,9637,1
3249,8269,0
3250,393,1
3251,16183,0
3252,4496,0
3253,10730,0
3254,5248,1
3255,1001,0
3256,10515,0
3257,5477,0
3258,19444,0
3259,3494,0
3260,12183,0
3261,3488,0
3262,11809,0
3263,9720,1
3264,14992,0
3265,3508,0
3266,11669,0
3267,4372,0
3268,13964,0
3269,9108,0
3270,19313,0
3271,14546,0
3272,10667,0
3273,13582,0
3274,10246,0
3275,617,0
3276,8087,0
3277,4737,1
3278,18242,0
3279,8987,0
3280,6920,0
3281,8226,0
3282,15961,1
3283,13799,0
3284,1147,0
3285,4573,0
3286,8182,1
3287,5468,1
3288,5833,0
3289,18319,0
3290,19958,0
3291,11048,0
3292,14870,0
3293,7589,0
3294,18175,0
3295,15066,0
3296,15460,0
3297,8782,0
3298,575,0
3299,18789,0
3300,18412,1
3301,2550,0
3302,10251,0
3303,3281,0
3304,12408,0
3305,2285,0
3306,2795,1
3307,2963,1
3308,13287,0
3309,13934,0
3310,18715,0
3311,15444,0
3312,3367,0
3313,3332,0
3314,15753,0
3315,2150,0
3316,2998,1
3317,13087,0
3318,2255,0
3319,17946,0
3320,10949,0
3321,18457,0
3322,2241,1
3323,11275,0
3324,2412,0
3325,8636,0
3326,1174,0
3327,18750,0
3328,3906,1
3329,6905,0
3330,14142,0
3331,11625,0
3332,16229,1
3333,5945,0
3334,2005,0
3335,10260,0
3336,10092,0
3337,1635,1
3338,11181,1
3339,3950,0
3340,8665,0
3341,4289,0
3342,19015,0
3343,16415,0
3344,16730,1
3345,15933,0
3346,16511,0
3347,10584,1
3348,1725,1
3349,14440,0
3350,8054,0
3351,16203,0
3352,17193,0
3353,15676,0
3354,1869,0
3355,4096,0
3356,10580,0
3357,800,0
3358,1854,0
3359,2577,0
3360,5536,0
3361,16179,0
3362,4085,0
3363,7266,0
3364,15988,0
3365,1470,0
3366,7290,0
3367,16094,1
3368,18007,0
3369,6669,1
3370,8474,0
3371,9940,0
3372,13823,0
3373,3554,0
3374,2029,0
3375,7556,0
3376,9737,0
3377,1522,0
3378,6177,0
3379,17995,0
3380,3295,0
3381,4467,0
3382,3359,1
3383,6063,0
3384,5614,1
3385,17233,0
3386,2556,0
3387,15269,1
3388,4679,0
3389,17930,0
3390,10256,0
3391,8784,1
3392,13696,0
3393,5868,0
3394,250,0
3395,7189,0
3396,8776,0
3397,19111,1
3398,12625,0
3399,442,0
3400,3748,0
3401,4520,0
3402,13558,0
3403,19942,1
3404,11582,1
3405,6003,1
3406,2311,0
3407,8411,0
3408,4988,0
3409,7783,0
3410,19927,0
3411,18140,0
3412,13361,1
3413,15114,0
3414,10313,0
3415,9453,0
3416,1681,0
3417,10636,0
3418,14901,0
3419,4197,0
3420,19704,0
3421,14945,0
3422,1385,1
3423,11484,0
3424,5015,1
3425,8299,0
3426,5164,0
3427,16176,1
3428,12045,0
3429,2459,1
3430,14776,0
3431,19124,0
3432,18060,1
3433,14946,0
3434,19356,0
3435,17453,0
3436,9844,1
3437,1239,0
3438,6529,0
3439,12968,0
3440,18228,0
3441,17085,0
3442,2747,1
3443,2913,0
3444,19176,1
3445,10185,0
3446,16510,0
3447,4521,0
3448,809,0
3449,1439,0
3450,7399,0
3451,15468,0
3452,1950,0
3453,2876,0
3454,14183,0
3455,3491,1
3456,1477,0
3457,18494,0
3458,2421,1
3459,17642,1
3460,965,1
3461,3339,0
3462,1881,0
3463,8974,0
3464,19355,1
3465,18290,0
3466,7924,1
3467,13235,1
3468,8902,0
3469,2488,0
3470,2750,0
3471,132,0
3472,10396,0
3473,15998,0
3474,9622,0
3475,17216,0
3476,756,0
3477,15459,0
3478,18365,0
3479,6111,0
3480,8062,0
3481,13917,1
3482,18484,0
3483,3490,1
3484,11523,1
3485,18633,0
3486,11613,0
3487,11003,1
3488,16264,0
3489,14499,0
3490,5011,1
3491,9003,0
3492,15703,0
3493,922,0
3494,19023,0
3495,1171,0
3496,14734,1
3497,3481,0
3498,1195,0
3499,387,0
3500,4815,0
3501,2389,0
3502,3031,0
3503,9545,1
3504,5127,1
3505,7651,1
3506,17257,0
3507,8579,0
3508,17787,0
3509,12712,0
3510,12982,1
3511,12733,0
3512,6577,0
3513,2562,0
3514,9603,0
3515,9084,0
3516,10245,0
3517,12953,0
3518,6216,0
3519,912,0
3520,10299,0
3521,4855,0
3522,17923,1
3523,10212,1
3524,11673,0
3525,6432,0
3526,953,0
3527,1423,0
3528,6812,0
3529,11160,1
3530,1933,0
3531,4073,0
3532,7515,0
3533,7318,0
3534,15892,0
3535,8805,0
3536,4557,0
3537,1075,0
3538,3345,1
3539,5061,0
3540,19166,1
3541,10015,0
3542,15794,0
3543,5323,0
3544,13192,0
3545,8848,0
3546,11920,0
3547,9193,1
3548,2112,0
3549,15518,0
3550,7790,0
3551,10202,1
3552,14467,1
3553,6489,0
3554,15245,0
3555,16365,1
3556,3111,1
3557,10402,1
3558,10752,0
3559,14205,1
3560,16484,1
3561,13956,1
3562,8517,1
3563,1715,0
3564,8322,0
3565,1242,0
3566,8893,0
3567,5103,0
3568,19005,0
3569,14253,0
3570,274,0
3571,6634,0
3572,19368,1
3573,18958,0
3574,14732,1
3575,7525,0
3576,6482,0
3577,19351,0
3578,9347,0
3579,16070,0
3580,4193,0
3581,10977,0
3582,17988,0
3583,1728,1
3584,10037,1
3585,6325,0
3586,10273,0
3587,3493,0
3588,2238,0
3589,4676,0
3590,5726,0
3591,13578,0
3592,19381,1
3593,4829,0
3594,15985,0
3595,1493,0
3596,5303,0
3597,861,1
3598,14904,0
3599,18821,0
3600,4242,1
3601,12351,0
3602,12122,0
3603,6859,0
3604,17776,0
3605,7310,0
3606,14595,0
3607,618,0
3608,15661,0
3609,6143,0
3610,374,0
3611,6602,0
3612,19311,1
3613,2723,0
3614,18716,0
3615,5600,0
3616,8677,0
3617,17502,0
3618,7859,1
3619,6665,0
3620,4275,1
3621,6304,0
3622,5180,0
3623,15011,0
3624,19620,0
3625,6578,1
3626,8426,0
3627,8914,0
3628,19429,0
3629,18968,0
3630,17880,1
3631,17419,0
3632,12453,0
3633,8193,1
3634,16560,0
3635,496,1
3636,16602,1
3637,2489,1
3638,16791,0
3639,11372,0
3640,4518,1
3641,6796,0
3642,8667,0
